id,title,scan_url,card_type_id,card_rarity_id,card_set_id,type_id,card_number,set_raw,card_type_raw,pokemon_type_raw,rarity_raw
812,Houndoom,NULL,0,0,0,0,4,"Neo Discovery","Pokémon - Stage 1",Darkness,"Rare Holo"
813,Houndour,NULL,0,0,0,0,5,"Neo Discovery","Pokémon - Basic",Water,"Rare Holo"
814,Kabutops,NULL,0,0,0,0,6,"Neo Discovery","Pokémon - Stage 2",Water,"Rare Holo"
815,Magnemite,NULL,0,0,0,0,7,"Neo Discovery","Pokémon - Basic",Metal,"Rare Holo"
816,Politoed,NULL,0,0,0,0,8,"Neo Discovery","Pokémon - Stage 2",Water,"Rare Holo"
817,Poliwrath,NULL,0,0,0,0,9,"Neo Discovery","Pokémon - Stage 2",Fighting,"Rare Holo"
818,Scizor,NULL,0,0,0,0,10,"Neo Discovery","Pokémon - Stage 1",Metal,"Rare Holo"
819,Smeargle,NULL,0,0,0,0,11,"Neo Discovery","Pokémon - Basic",Colorless,"Rare Holo"
820,Tyranitar,NULL,0,0,0,0,12,"Neo Discovery","Pokémon - Stage 2",Darkness,"Rare Holo"
821,Umbreon,NULL,0,0,0,0,13,"Neo Discovery","Pokémon - Stage 1",Darkness,"Rare Holo"
822,"Unown A",NULL,0,0,0,0,14,"Neo Discovery","Pokémon - Basic",Psychic,"Rare Holo"
823,Ursaring,NULL,0,0,0,0,15,"Neo Discovery","Pokémon - Stage 1",Colorless,"Rare Holo"
824,Wobbuffet,NULL,0,0,0,0,16,"Neo Discovery","Pokémon - Basic",Psychic,"Rare Holo"
825,Yanma,NULL,0,0,0,0,17,"Neo Discovery","Pokémon - Basic",Grass,"Rare Holo"
826,Beedrill,NULL,0,0,0,0,18,"Neo Discovery","Pokémon - Stage 2",Grass,Rare
827,Butterfree,NULL,0,0,0,0,19,"Neo Discovery","Pokémon - Stage 2",Grass,Rare
828,Espeon,NULL,0,0,0,0,20,"Neo Discovery","Pokémon - Stage 1",Psychic,Rare
829,Forretress,NULL,0,0,0,0,21,"Neo Discovery","Pokémon - Stage 1",Metal,Rare
830,Hitmontop,NULL,0,0,0,0,22,"Neo Discovery","Pokémon - Basic",Fighting,Rare
831,Houndoom,NULL,0,0,0,0,23,"Neo Discovery","Pokémon - Stage 1",Darkness,Rare
832,Houndour,NULL,0,0,0,0,24,"Neo Discovery","Pokémon - Basic",Fire,Rare
833,Kabutops,NULL,0,0,0,0,25,"Neo Discovery","Pokémon - Stage 2",Water,Rare
834,Magnemite,NULL,0,0,0,0,26,"Neo Discovery","Pokémon - Basic",Metal,Rare
835,Politoed,NULL,0,0,0,0,27,"Neo Discovery","Pokémon - Stage 2",Water,Rare
836,Poliwrath,NULL,0,0,0,0,28,"Neo Discovery","Pokémon - Stage 2",Fighting,Rare
837,Scizor,NULL,0,0,0,0,29,"Neo Discovery","Pokémon - Stage 1",Metal,Rare
838,Smeargle,NULL,0,0,0,0,30,"Neo Discovery","Pokémon - Basic",Colorless,Rare
839,Tyranitar,NULL,0,0,0,0,31,"Neo Discovery","Pokémon - Stage 2",Darkness,Rare
840,Umbreon,NULL,0,0,0,0,32,"Neo Discovery","Pokémon - Stage 1",Darkness,Rare
841,"Unown A",NULL,0,0,0,0,33,"Neo Discovery","Pokémon - Basic",Psychic,Rare
842,Ursaring,NULL,0,0,0,0,34,"Neo Discovery","Pokémon - Stage 1",Colorless,Rare
843,Wobbuffet,NULL,0,0,0,0,35,"Neo Discovery","Pokémon - Basic",Psychic,Rare
844,Yanma,NULL,0,0,0,0,36,"Neo Discovery","Pokémon - Basic",Grass,Rare
845,Corsola,NULL,0,0,0,0,37,"Neo Discovery","Pokémon - Basic",Water,Uncommon
846,Eevee,NULL,0,0,0,0,38,"Neo Discovery","Pokémon - Basic",Colorless,Uncommon
847,Houndour,NULL,0,0,0,0,39,"Neo Discovery","Pokémon - Basic",Darkness,Uncommon
848,Igglybuff,NULL,0,0,0,0,40,"Neo Discovery","Pokémon - Baby",Colorless,Uncommon
849,Kakuna,NULL,0,0,0,0,41,"Neo Discovery","Pokémon - Stage 1",Grass,Uncommon
850,Metapod,NULL,0,0,0,0,42,"Neo Discovery","Pokémon - Stage 1",Grass,Uncommon
851,Omastar,NULL,0,0,0,0,43,"Neo Discovery","Pokémon - Stage 2",Fighting,Uncommon
852,Poliwhirl,NULL,0,0,0,0,44,"Neo Discovery","Pokémon - Stage 1",Water,Uncommon
853,Pupitar,NULL,0,0,0,0,45,"Neo Discovery","Pokémon - Stage 1",Fighting,Uncommon
854,Scyther,NULL,0,0,0,0,46,"Neo Discovery","Pokémon - Basic",Grass,Uncommon
855,"Unown D",NULL,0,0,0,0,47,"Neo Discovery","Pokémon - Basic",Psychic,Uncommon
856,"Unown F",NULL,0,0,0,0,48,"Neo Discovery","Pokémon - Basic",Psychic,Uncommon
857,"Unown M",NULL,0,0,0,0,49,"Neo Discovery","Pokémon - Basic",Psychic,Uncommon
858,"Unown N",NULL,0,0,0,0,50,"Neo Discovery","Pokémon - Basic",Psychic,Uncommon
859,"Unown U",NULL,0,0,0,0,51,"Neo Discovery","Pokémon - Basic",Psychic,Uncommon
860,Xatu,NULL,0,0,0,0,52,"Neo Discovery","Pokémon - Stage 1",Psychic,Uncommon
861,Caterpie,NULL,0,0,0,0,53,"Neo Discovery","Pokémon - Basic",Grass,Common
862,Dunsparce,NULL,0,0,0,0,54,"Neo Discovery","Pokémon - Basic",Colorless,Common
863,Hoppip,NULL,0,0,0,0,55,"Neo Discovery","Pokémon - Basic",Grass,Common
864,Kabuto,NULL,0,0,0,0,56,"Neo Discovery","Pokémon - Stage 1",Grass,Common
865,Larvitar,NULL,0,0,0,0,57,"Neo Discovery","Pokémon - Basic",Fighting,Common
866,Mareep,NULL,0,0,0,0,58,"Neo Discovery","Pokémon - Basic",Lightning,Common
867,Natu,NULL,0,0,0,0,59,"Neo Discovery","Pokémon - Basic",Psychic,Common
868,Omanyte,NULL,0,0,0,0,60,"Neo Discovery","Pokémon - Stage 1",Fighting,Common
869,Pineco,NULL,0,0,0,0,61,"Neo Discovery","Pokémon - Basic",Grass,Common
870,Poliwag,NULL,0,0,0,0,62,"Neo Discovery","Pokémon - Basic",Water,Common
871,Sentret,NULL,0,0,0,0,63,"Neo Discovery","Pokémon - Basic",Colorless,Common
872,Spinarak,NULL,0,0,0,0,64,"Neo Discovery","Pokémon - Basic",Grass,Common
873,Teddiursa,NULL,0,0,0,0,65,"Neo Discovery","Pokémon - Basic",Colorless,Common
874,Tyrogue,NULL,0,0,0,0,66,"Neo Discovery","Pokémon - Baby",Fighting,Common
875,"Unown E",NULL,0,0,0,0,67,"Neo Discovery","Pokémon - Basic",Psychic,Common
876,"Unown I",NULL,0,0,0,0,68,"Neo Discovery","Pokémon - Basic",Psychic,Common
877,"Unown O",NULL,0,0,0,0,69,"Neo Discovery","Pokémon - Basic",Psychic,Common
878,Weedle,NULL,0,0,0,0,70,"Neo Discovery","Pokémon - Basic",Grass,Common
879,Wooper,NULL,0,0,0,0,71,"Neo Discovery","Pokémon - Basic",Water,Common
880,"Fossil Egg",NULL,0,0,0,0,72,"Neo Discovery",Trainer,n/a,Uncommon
881,"Hyper Devolution Spray",NULL,0,0,0,0,73,"Neo Discovery",Trainer,n/a,Uncommon
882,"Ruin Wall",NULL,0,0,0,0,74,"Neo Discovery",Trainer,n/a,Uncommon
883,Ampharos,NULL,0,0,0,0,1,"Neo Revelation","Pokémon - Stage 2",Lightning,"Rare Holo"
884,Blissey,NULL,0,0,0,0,2,"Neo Revelation","Pokémon - Stage 1",Colorless,"Rare Holo"
885,Celebi,NULL,0,0,0,0,3,"Neo Revelation","Pokémon - Basic",Psychic,"Rare Holo"
886,Crobat,NULL,0,0,0,0,4,"Neo Revelation","Pokémon - Stage 2",Grass,"Rare Holo"
887,Delibird,NULL,0,0,0,0,5,"Neo Revelation","Pokémon - Basic",Colorless,"Rare Holo"
888,Entei,NULL,0,0,0,0,6,"Neo Revelation","Pokémon - Basic",Fire,"Rare Holo"
889,Ho-oh,NULL,0,0,0,0,7,"Neo Revelation","Pokémon - Basic",Fire,"Rare Holo"
890,Houndoom,NULL,0,0,0,0,8,"Neo Revelation","Pokémon - Stage 1",Darkness,"Rare Holo"
891,Jumpluff,NULL,0,0,0,0,9,"Neo Revelation","Pokémon - Stage 2",Grass,"Rare Holo"
892,Magneton,NULL,0,0,0,0,10,"Neo Revelation","Pokémon - Stage 1",Metal,"Rare Holo"
893,Misdreavus,NULL,0,0,0,0,11,"Neo Revelation","Pokémon - Basic",Psychic,"Rare Holo"
894,Porygon2,NULL,0,0,0,0,12,"Neo Revelation","Pokémon - Stage 1",Colorless,"Rare Holo"
895,Raikou,NULL,0,0,0,0,13,"Neo Revelation","Pokémon - Basic",Lightning,"Rare Holo"
896,Suicune,NULL,0,0,0,0,14,"Neo Revelation","Pokémon - Basic",Water,"Rare Holo"
897,Aerodactyl,NULL,0,0,0,0,15,"Neo Revelation","Pokémon - Stage 1",Fighting,Rare
898,Celebi,NULL,0,0,0,0,16,"Neo Revelation","Pokémon - Basic",Grass,Rare
899,Entei,NULL,0,0,0,0,17,"Neo Revelation","Pokémon - Basic",Fire,Rare
900,Ho-oh,NULL,0,0,0,0,18,"Neo Revelation","Pokémon - Basic",Colorless,Rare
901,Kingdra,NULL,0,0,0,0,19,"Neo Revelation","Pokémon - Stage 2",Water,Rare
902,Lugia,NULL,0,0,0,0,20,"Neo Revelation","Pokémon - Basic",Psychic,Rare
903,Raichu,NULL,0,0,0,0,21,"Neo Revelation","Pokémon - Stage 1",Lightning,Rare
904,Raikou,NULL,0,0,0,0,22,"Neo Revelation","Pokémon - Basic",Lightning,Rare
905,Skarmory,NULL,0,0,0,0,23,"Neo Revelation","Pokémon - Basic",Metal,Rare
906,Sneasel,NULL,0,0,0,0,24,"Neo Revelation","Pokémon - Basic",Darkness,Rare
907,Starmie,NULL,0,0,0,0,25,"Neo Revelation","Pokémon - Stage 1",Psychic,Rare
908,Sudowoodo,NULL,0,0,0,0,26,"Neo Revelation","Pokémon - Basic",Fighting,Rare
909,Suicune,NULL,0,0,0,0,27,"Neo Revelation","Pokémon - Basic",Water,Rare
910,Flaaffy,NULL,0,0,0,0,28,"Neo Revelation","Pokémon - Stage 1",Lightning,Uncommon
911,Golbat,NULL,0,0,0,0,29,"Neo Revelation","Pokémon - Stage 1",Grass,Uncommon
912,Graveler,NULL,0,0,0,0,30,"Neo Revelation","Pokémon - Stage 1",Fighting,Uncommon
913,Jynx,NULL,0,0,0,0,31,"Neo Revelation","Pokémon - Basic",Water,Uncommon
914,Lanturn,NULL,0,0,0,0,32,"Neo Revelation","Pokémon - Stage 1",Lightning,Uncommon
915,Magcargo,NULL,0,0,0,0,33,"Neo Revelation","Pokémon - Stage 1",Fire,Uncommon
916,Octillery,NULL,0,0,0,0,34,"Neo Revelation","Pokémon - Stage 1",Water,Uncommon
917,Parasect,NULL,0,0,0,0,35,"Neo Revelation","Pokémon - Basic",Grass,Uncommon
918,Piloswine,NULL,0,0,0,0,36,"Neo Revelation","Pokémon - Stage 1",Fighting,Uncommon
919,Seaking,NULL,0,0,0,0,37,"Neo Revelation","Pokémon - Stage 1",Water,Uncommon
920,Stantler,NULL,0,0,0,0,38,"Neo Revelation","Pokémon - Basic",Colorless,Uncommon
921,"Unown B",NULL,0,0,0,0,39,"Neo Revelation","Pokémon - Basic",Psychic,Uncommon
922,"Unown Y",NULL,0,0,0,0,40,"Neo Revelation","Pokémon - Basic",Psychic,Uncommon
923,Aipom,NULL,0,0,0,0,41,"Neo Revelation","Pokémon - Basic",Colorless,Common
924,Chinchou,NULL,0,0,0,0,42,"Neo Revelation","Pokémon - Basic",Lightning,Common
925,Farfetch\'d,NULL,0,0,0,0,43,"Neo Revelation","Pokémon - Basic",Colorless,Common
926,Geodude,NULL,0,0,0,0,44,"Neo Revelation","Pokémon - Basic",Fighting,Common
927,Goldeen,NULL,0,0,0,0,45,"Neo Revelation","Pokémon - Basic",Water,Common
928,Murkrow,NULL,0,0,0,0,46,"Neo Revelation","Pokémon - Basic",Darkness,Common
929,Paras,NULL,0,0,0,0,47,"Neo Revelation","Pokémon - Basic",Grass,Common
930,Quagsire,NULL,0,0,0,0,48,"Neo Revelation","Pokémon - Stage 1",Water,Common
931,Qwilfish,NULL,0,0,0,0,49,"Neo Revelation","Pokémon - Basic",Water,Common
932,Remoraid,NULL,0,0,0,0,50,"Neo Revelation","Pokémon - Basic",Water,Common
933,Shuckle,NULL,0,0,0,0,51,"Neo Revelation","Pokémon - Basic",Fighting,Common
934,Skiploom,NULL,0,0,0,0,52,"Neo Revelation","Pokémon - Stage 1",Grass,Common
935,Slugma,NULL,0,0,0,0,53,"Neo Revelation","Pokémon - Basic",Fire,Common
936,Smoochum,NULL,0,0,0,0,54,"Neo Revelation","Pokémon - Baby",Psychic,Common
937,Snubbull,NULL,0,0,0,0,55,"Neo Revelation","Pokémon - Basic",Colorless,Common
938,Staryu,NULL,0,0,0,0,56,"Neo Revelation","Pokémon - Basic",Water,Common
939,Swinub,NULL,0,0,0,0,57,"Neo Revelation","Pokémon - Basic",Fighting,Common
940,"Unown K",NULL,0,0,0,0,58,"Neo Revelation","Pokémon - Basic",Psychic,Common
941,Zubat,NULL,0,0,0,0,59,"Neo Revelation","Pokémon - Basic",Grass,Common
942,"Balloon Berry",NULL,0,0,0,0,60,"Neo Revelation",Trainer,n/a,Uncommon
943,"Healing Field",NULL,0,0,0,0,61,"Neo Revelation",Trainer,n/a,Uncommon
944,"Pokémon Breeder Fields",NULL,0,0,0,0,62,"Neo Revelation",Trainer,n/a,Uncommon
945,"Rocket\'s Hideout",NULL,0,0,0,0,63,"Neo Revelation",Trainer,n/a,Common
946,"Old Rod",NULL,0,0,0,0,64,"Neo Revelation",Trainer,n/a,Common
947,"Shining Gyarados",NULL,0,0,0,0,65,"Neo Revelation","Pokémon - Basic",Water,Shining
948,"Dark Ampharos",NULL,0,0,0,0,1,"Neo Destiny","Pokémon - Stage 2",Lightning,"Rare Holo"
949,"Dark Crobat",NULL,0,0,0,0,2,"Neo Destiny","Pokémon - Stage 2",Grass,"Rare Holo"
950,"Dark Donphan",NULL,0,0,0,0,3,"Neo Destiny","Pokémon - Stage 1",Fighting,"Rare Holo"
951,"Dark Espeon",NULL,0,0,0,0,4,"Neo Destiny","Pokémon - Stage 1",Psychic,"Rare Holo"
952,"Dark Feraligatr",NULL,0,0,0,0,5,"Neo Destiny","Pokémon - Stage 2",Water,"Rare Holo"
953,"Dark Gengar",NULL,0,0,0,0,6,"Neo Destiny","Pokémon - Stage 1",Psychic,"Rare Holo"
954,"Dark Houndoom",NULL,0,0,0,0,7,"Neo Destiny","Pokémon - Stage 1",Fire,"Rare Holo"
955,"Dark Porygon2",NULL,0,0,0,0,8,"Neo Destiny","Pokémon - Stage 1",Colorless,"Rare Holo"
956,"Dark Scizor",NULL,0,0,0,0,9,"Neo Destiny","Pokémon - Stage 1",Metal,"Rare Holo"
957,"Dark Typhlosion",NULL,0,0,0,0,10,"Neo Destiny","Pokémon - Stage 2",Fire,"Rare Holo"
958,"Dark Tyranitar",NULL,0,0,0,0,11,"Neo Destiny","Pokémon - Stage 2",Fighting,"Rare Holo"
959,"Light Arcanine",NULL,0,0,0,0,12,"Neo Destiny","Pokémon - Stage 1",Fire,"Rare Holo"
960,"Light Azumarill",NULL,0,0,0,0,13,"Neo Destiny","Pokémon - Stage 1",Water,"Rare Holo"
961,"Light Dragonite",NULL,0,0,0,0,14,"Neo Destiny","Pokémon - Stage 2",Colorless,"Rare Holo"
962,"Light Togetic",NULL,0,0,0,0,15,"Neo Destiny","Pokémon - Stage 1",Colorless,"Rare Holo"
963,"Miracle Energy",NULL,0,0,0,0,16,"Neo Destiny","Energy - Special Energy",n/a,"Rare Holo"
964,"Dark Ariados",NULL,0,0,0,0,17,"Neo Destiny","Pokémon - Stage 1",Grass,Rare
965,"Dark Magcargo",NULL,0,0,0,0,18,"Neo Destiny","Pokémon - Stage 1",Fire,Rare
966,"Dark Omastar",NULL,0,0,0,0,19,"Neo Destiny","Pokémon - Basic",Water,Rare
967,"Dark Slowking",NULL,0,0,0,0,20,"Neo Destiny","Pokémon - Stage 1",Psychic,Rare
968,"Dark Ursaring",NULL,0,0,0,0,21,"Neo Destiny","Pokémon - Stage 1",Colorless,Rare
969,"Light Dragonair",NULL,0,0,0,0,22,"Neo Destiny","Pokémon - Stage 1",Colorless,Rare
970,"Light Lanturn",NULL,0,0,0,0,23,"Neo Destiny","Pokémon - Stage 1",Lightning,Rare
971,"Light Ledian",NULL,0,0,0,0,24,"Neo Destiny","Pokémon - Stage 1",Grass,Rare
972,"Light Machamp",NULL,0,0,0,0,25,"Neo Destiny","Pokémon - Stage 2",Fighting,Rare
973,"Light Piloswine",NULL,0,0,0,0,26,"Neo Destiny","Pokémon - Stage 1",Water,Rare
974,"Unown G",NULL,0,0,0,0,27,"Neo Destiny","Pokémon - Basic",Psychic,Rare
975,"Unown H",NULL,0,0,0,0,28,"Neo Destiny","Pokémon - Basic",Psychic,Rare
976,"Unown W",NULL,0,0,0,0,29,"Neo Destiny","Pokémon - Basic",Psychic,Rare
977,"Unown X",NULL,0,0,0,0,30,"Neo Destiny","Pokémon - Basic",Psychic,Rare
978,Chansey,NULL,0,0,0,0,31,"Neo Destiny","Pokémon - Basic",Colorless,Uncommon
979,"Dark Croconaw",NULL,0,0,0,0,32,"Neo Destiny","Pokémon - Stage 1",Water,Uncommon
980,"Dark Exeggutor",NULL,0,0,0,0,33,"Neo Destiny","Pokémon - Stage 1",Psychic,Uncommon
981,"Dark Flaaffy",NULL,0,0,0,0,34,"Neo Destiny","Pokémon - Stage 1",Lightning,Uncommon
982,"Dark Forretress",NULL,0,0,0,0,35,"Neo Destiny","Pokémon - Stage 1",Grass,Uncommon
983,"Dark Haunter",NULL,0,0,0,0,36,"Neo Destiny","Pokémon - Stage 1",Psychic,Uncommon
984,"Dark Omanyte",NULL,0,0,0,0,37,"Neo Destiny","Pokémon - Stage 1",Water,Uncommon
985,"Dark Pupitar",NULL,0,0,0,0,38,"Neo Destiny","Pokémon - Stage 1",Fighting,Uncommon
986,"Dark Quilava",NULL,0,0,0,0,39,"Neo Destiny","Pokémon - Stage 1",Fire,Uncommon
987,"Dark Wigglytuff",NULL,0,0,0,0,40,"Neo Destiny","Pokémon - Stage 1",Colorless,Uncommon
988,Heracross,NULL,0,0,0,0,41,"Neo Destiny","Pokémon - Basic",Grass,Uncommon
989,Hitmonlee,NULL,0,0,0,0,42,"Neo Destiny","Pokémon - Basic",Fighting,Uncommon
990,Houndour,NULL,0,0,0,0,43,"Neo Destiny","Pokémon - Basic",Darkness,Uncommon
991,Jigglypuff,NULL,0,0,0,0,44,"Neo Destiny","Pokémon - Basic",Colorless,Uncommon
992,"Light Dewgong",NULL,0,0,0,0,45,"Neo Destiny","Pokémon - Stage 1",Water,Uncommon
993,"Light Flareon",NULL,0,0,0,0,46,"Neo Destiny","Pokémon - Stage 1",Fire,Uncommon
994,"Light Golduck",NULL,0,0,0,0,47,"Neo Destiny","Pokémon - Stage 1",Water,Uncommon
995,"Light Jolteon",NULL,0,0,0,0,48,"Neo Destiny","Pokémon - Stage 1",Lightning,Uncommon
996,"Light Machoke",NULL,0,0,0,0,49,"Neo Destiny","Pokémon - Stage 1",Fighting,Uncommon
997,"Light Ninetales",NULL,0,0,0,0,50,"Neo Destiny","Pokémon - Stage 1",Fire,Uncommon
998,"Light Slowbro",NULL,0,0,0,0,51,"Neo Destiny","Pokémon - Stage 1",Psychic,Uncommon
999,"Light Vaporeon",NULL,0,0,0,0,52,"Neo Destiny","Pokémon - Stage 1",Water,Uncommon
1000,"Light Venomoth",NULL,0,0,0,0,53,"Neo Destiny","Pokémon - Stage 1",Grass,Uncommon
1001,"Light Wigglytuff",NULL,0,0,0,0,54,"Neo Destiny","Pokémon - Stage 1",Colorless,Uncommon
1002,Scyther,NULL,0,0,0,0,55,"Neo Destiny","Pokémon - Basic",Grass,Uncommon
1003,Togepi,NULL,0,0,0,0,56,"Neo Destiny","Pokémon - Basic",Colorless,Uncommon
1004,"Unown C",NULL,0,0,0,0,57,"Neo Destiny","Pokémon - Basic",Psychic,Uncommon
1005,"Unown P",NULL,0,0,0,0,58,"Neo Destiny","Pokémon - Basic",Psychic,Uncommon
1006,"Unown Q",NULL,0,0,0,0,59,"Neo Destiny","Pokémon - Basic",Psychic,Uncommon
1007,"Unown Z",NULL,0,0,0,0,60,"Neo Destiny","Pokémon - Basic",Psychic,Uncommon
1008,Cyndaquil,NULL,0,0,0,0,61,"Neo Destiny","Pokémon - Basic",Fire,Common
1009,"Dark Octillery",NULL,0,0,0,0,62,"Neo Destiny","Pokémon - Stage 1",Water,Common
1010,Dratini,NULL,0,0,0,0,63,"Neo Destiny","Pokémon - Basic",Colorless,Common
1011,Exeggcute,NULL,0,0,0,0,64,"Neo Destiny","Pokémon - Basic",Psychic,Common
1012,Gastly,NULL,0,0,0,0,65,"Neo Destiny","Pokémon - Basic",Psychic,Common
1013,Girafarig,NULL,0,0,0,0,66,"Neo Destiny","Pokémon - Basic",Darkness,Common
1014,Gligar,NULL,0,0,0,0,67,"Neo Destiny","Pokémon - Basic",Fighting,Common
1015,Growlithe,NULL,0,0,0,0,68,"Neo Destiny","Pokémon - Basic",Fire,Common
1016,Hitmonchan,NULL,0,0,0,0,69,"Neo Destiny","Pokémon - Basic",Fighting,Common
1017,Larvitar,NULL,0,0,0,0,70,"Neo Destiny","Pokémon - Basic",Fighting,Common
1018,Ledyba,NULL,0,0,0,0,71,"Neo Destiny","Pokémon - Basic",Grass,Common
1019,"Light Sunflora",NULL,0,0,0,0,72,"Neo Destiny","Pokémon - Stage 1",Grass,Common
1020,Machop,NULL,0,0,0,0,73,"Neo Destiny","Pokémon - Basic",Fighting,Common
1021,Mantine,NULL,0,0,0,0,74,"Neo Destiny","Pokémon - Basic",Water,Common
1022,Mareep,NULL,0,0,0,0,75,"Neo Destiny","Pokémon - Basic",Lightning,Common
1023,Phanpy,NULL,0,0,0,0,76,"Neo Destiny","Pokémon - Basic",Fighting,Common
1024,Pineco,NULL,0,0,0,0,77,"Neo Destiny","Pokémon - Basic",Grass,Common
1025,Porygon,NULL,0,0,0,0,78,"Neo Destiny","Pokémon - Basic",Colorless,Common
1026,Psyduck,NULL,0,0,0,0,79,"Neo Destiny","Pokémon - Basic",Water,Common
1027,Remoraid,NULL,0,0,0,0,80,"Neo Destiny","Pokémon - Basic",Water,Common
1028,Seel,NULL,0,0,0,0,81,"Neo Destiny","Pokémon - Basic",Water,Common
1029,Slugma,NULL,0,0,0,0,82,"Neo Destiny","Pokémon - Basic",Fire,Common
1030,Sunkern,NULL,0,0,0,0,83,"Neo Destiny","Pokémon - Basic",Grass,Common
1031,Swinub,NULL,0,0,0,0,84,"Neo Destiny","Pokémon - Basic",Water,Common
1032,Totodile,NULL,0,0,0,0,85,"Neo Destiny","Pokémon - Basic",Water,Common
1033,"Unown L",NULL,0,0,0,0,86,"Neo Destiny","Pokémon - Basic",Psychic,Common
1034,"Unown S",NULL,0,0,0,0,87,"Neo Destiny","Pokémon - Basic",Psychic,Common
1035,"Unown T",NULL,0,0,0,0,88,"Neo Destiny","Pokémon - Basic",Psychic,Common
1036,"Unown V",NULL,0,0,0,0,89,"Neo Destiny","Pokémon - Basic",Psychic,Common
1037,Venonat,NULL,0,0,0,0,90,"Neo Destiny","Pokémon - Basic",Grass,Common
1038,Vulpix,NULL,0,0,0,0,91,"Neo Destiny","Pokémon - Basic",Fire,Common
1039,"Broken Ground Gym",NULL,0,0,0,0,92,"Neo Destiny",Trainer,n/a,Rare
1040,EXP.ALL,NULL,0,0,0,0,93,"Neo Destiny",Trainer,n/a,Rare
1041,"Impostor Professor Oak\'s Invention",NULL,0,0,0,0,94,"Neo Destiny",Trainer,n/a,Rare
1042,"Radio Tower",NULL,0,0,0,0,95,"Neo Destiny",Trainer,n/a,Rare
1043,"Thought Wave Machine",NULL,0,0,0,0,96,"Neo Destiny",Trainer,n/a,Rare
1044,"Counterattack Claws",NULL,0,0,0,0,97,"Neo Destiny",Trainer,n/a,Uncommon
1045,"Energy Amplifier",NULL,0,0,0,0,98,"Neo Destiny",Trainer,n/a,Uncommon
1046,"Energy Stadium",NULL,0,0,0,0,99,"Neo Destiny",Trainer,n/a,Uncommon
1047,"Lucky Stadium",NULL,0,0,0,0,100,"Neo Destiny","Trainer - Stadium",n/a,Uncommon
1048,Magnifier,NULL,0,0,0,0,101,"Neo Destiny",Trainer,n/a,Uncommon
1049,"Pokémon Personality Test",NULL,0,0,0,0,102,"Neo Destiny",Trainer,n/a,Uncommon
1050,"Team Rocket\'s Evil Deeds",NULL,0,0,0,0,103,"Neo Destiny",Trainer,n/a,Uncommon
1051,"Heal Powder",NULL,0,0,0,0,104,"Neo Destiny",Trainer,n/a,Common
1052,"Mail from Bill",NULL,0,0,0,0,105,"Neo Destiny",Trainer,n/a,Common
1053,"Shining Celebi",NULL,0,0,0,0,106,"Neo Destiny","Pokémon - Basic",Grass,Shining
1054,"Shining Charizard",NULL,0,0,0,0,107,"Neo Destiny","Pokémon - Basic",Fire,Shining
1055,"Shining Kabutops",NULL,0,0,0,0,108,"Neo Destiny","Pokémon - Basic",Fighting,Shining
1056,"Shining Mewtwo",NULL,0,0,0,0,109,"Neo Destiny","Pokémon - Basic",Psychic,Shining
1057,"Shining Noctowl",NULL,0,0,0,0,110,"Neo Destiny","Pokémon - Basic",Colorless,Shining
1058,"Shining Raichu",NULL,0,0,0,0,111,"Neo Destiny","Pokémon - Basic",Lightning,Shining
1059,"Shining Steelix",NULL,0,0,0,0,112,"Neo Destiny","Pokémon - Basic",Metal,Shining
1060,Alakazam,NULL,0,0,0,0,1,Expedition,"Pokémon - Stage 2",Psychic,"Rare Holo"
1061,Ampharos,NULL,0,0,0,0,2,Expedition,"Pokémon - Stage 2",Lightning,"Rare Holo"
1062,Arbok,NULL,0,0,0,0,3,Expedition,"Pokémon - Stage 1",Grass,"Rare Holo"
1063,Blastoise,NULL,0,0,0,0,4,Expedition,"Pokémon - Stage 2",Water,"Rare Holo"
1064,Butterfree,NULL,0,0,0,0,5,Expedition,"Pokémon - Stage 2",Grass,"Rare Holo"
1065,Charizard,NULL,0,0,0,0,6,Expedition,"Pokémon - Stage 2",Fire,"Rare Holo"
1066,Clefable,NULL,0,0,0,0,7,Expedition,"Pokémon - Stage 1",Colorless,"Rare Holo"
1067,Cloyster,NULL,0,0,0,0,8,Expedition,"Pokémon - Stage 1",Water,"Rare Holo"
1068,Dragonite,NULL,0,0,0,0,9,Expedition,"Pokémon - Stage 2",Colorless,"Rare Holo"
1069,Dugtrio,NULL,0,0,0,0,10,Expedition,"Pokémon - Stage 1",Fighting,"Rare Holo"
1070,Fearow,NULL,0,0,0,0,11,Expedition,"Pokémon - Stage 1",Colorless,"Rare Holo"
1071,Feraligatr,NULL,0,0,0,0,12,Expedition,"Pokémon - Stage 2",Water,"Rare Holo"
1072,Gengar,NULL,0,0,0,0,13,Expedition,"Pokémon - Stage 2",Psychic,"Rare Holo"
1073,Golem,NULL,0,0,0,0,14,Expedition,"Pokémon - Stage 2",Fighting,"Rare Holo"
1074,Kingler,NULL,0,0,0,0,15,Expedition,"Pokémon - Stage 1",Water,"Rare Holo"
1075,Machamp,NULL,0,0,0,0,16,Expedition,"Pokémon - Stage 2",Fighting,"Rare Holo"
1076,Magby,NULL,0,0,0,0,17,Expedition,"Pokémon - Baby",Fire,"Rare Holo"
1077,Meganium,NULL,0,0,0,0,18,Expedition,"Pokémon - Stage 2",Grass,"Rare Holo"
